alpha,beta,gamma,bx,by,bz,ncc,geo_r,geo_t,geo_d,geo_se3,time,idx,parameterization,ssim,alpha2,beta2,gamma2,bx2,by2,bz2
-0.9984005093574524,-0.11437894403934479,1.9192512035369873,222.12350463867188,-49.618743896484375,184.15789794921875,0.6422723531723022,52.64695358276367,54.98883819580078,76.12800598144531,55.01435089111328,0.13034121997770853,3,se3_log_map,0.602675199508667,1.6795483827590942,-1.0051578283309937,-0.5577071905136108,294.2191162109375,156.5330810546875,29.72743797302246
-0.9916427731513977,-0.11238992214202881,1.9138933420181274,222.69053649902344,-49.56585693359375,183.6239013671875,0.6506096124649048,53.62111282348633,54.90605163574219,76.74567413330078,54.932472229003906,0.13086055498570204,3,se3_log_map,0.6017293334007263,1.6786409616470337,-0.995852530002594,-0.5573252439498901,293.9491271972656,156.26962280273438,30.456180572509766
-0.9846067428588867,-0.10983853042125702,1.9089860916137695,222.87615966796875,-49.549476623535156,183.09780883789062,0.6474250555038452,54.691307067871094,54.6739616394043,77.33292388916016,54.70133590698242,0.13100927200866863,3,se3_log_map,0.603129506111145,1.678481936454773,-0.9862139821052551,-0.5570496320724487,293.3362121582031,156.0262908935547,31.449317932128906
-0.9802647829055786,-0.10636649280786514,1.9050452709197998,224.07211303710938,-49.64331817626953,183.13027954101562,0.6525795459747314,54.89238357543945,55.349403381347656,77.95338439941406,55.377262115478516,0.13103598199086264,3,se3_log_map,0.6040192246437073,1.6784958839416504,-0.9789090752601624,-0.5589690208435059,293.97235107421875,156.58169555664062,31.87273406982422
-0.9783820509910583,-0.102228544652462,1.9025685787200928,225.9691925048828,-49.92089080810547,183.7463836669922,0.6579105854034424,54.15481185913086,56.86196517944336,78.52405548095703,56.8897590637207,0.1314300810045097,3,se3_log_map,0.6030492782592773,1.6791198253631592,-0.9740602970123291,-0.5625134706497192,295.640625,157.83047485351562,31.97100067138672
-0.97503262758255,-0.09885094314813614,1.900536060333252,227.1258544921875,-50.21001434326172,183.97962951660156,0.6525009870529175,54.14284133911133,57.791324615478516,79.19143676757812,57.819515228271484,0.13291482100612484,3,se3_log_map,0.6089946031570435,1.680333137512207,-0.968475341796875,-0.5642005205154419,296.50262451171875,158.45875549316406,32.41211700439453
-0.9698785543441772,-0.09623144567012787,1.899223804473877,227.40953063964844,-50.604331970214844,183.852294921875,0.6545340418815613,54.92756271362305,58.1158561706543,79.9655532836914,58.14511489868164,0.13209971101605333,3,se3_log_map,0.6158278584480286,1.6825088262557983,-0.9619747996330261,-0.5637012720108032,296.486572265625,158.38746643066406,33.378761291503906
-0.9644973278045654,-0.09555765986442566,1.8970870971679688,228.20358276367188,-50.63117218017578,182.95204162597656,0.655110239982605,56.71590805053711,58.062259674072266,81.16600799560547,58.09339141845703,0.13381165100145154,3,se3_log_map,0.6182974576950073,1.6830627918243408,-0.9559263586997986,-0.5615881681442261,296.5432434082031,157.593505859375,33.327301025390625
-0.9614707827568054,-0.09511451423168182,1.8955150842666626,229.97280883789062,-50.60363006591797,182.39755249023438,0.6599450707435608,57.804527282714844,58.74431610107422,82.41515350341797,58.77693176269531,0.13324041999294423,3,se3_log_map,0.6160352230072021,1.6830674409866333,-0.9523358345031738,-0.5605985522270203,297.70428466796875,157.32101440429688,32.52653121948242
-0.9593631625175476,-0.09473130851984024,1.8945746421813965,232.0586395263672,-50.543060302734375,181.93356323242188,0.658673882484436,58.52815246582031,59.69411087036133,83.5998306274414,59.727901458740234,0.21524185402086005,3,se3_log_map,0.6137145757675171,1.6832407712936401,-0.9498625993728638,-0.5599144697189331,299.2281494140625,157.2235107421875,31.397687911987305
-0.9568851590156555,-0.09393236041069031,1.895770788192749,233.1327362060547,-50.84507751464844,181.87998962402344,0.6595584154129028,58.88296127319336,60.50173568725586,84.42549133300781,60.5364875793457,0.13241622399073094,3,se3_log_map,0.6099190711975098,1.685662031173706,-0.9477444887161255,-0.5585297346115112,300.18914794921875,157.18006896972656,31.269886016845703
-0.9539029002189636,-0.09238888323307037,1.8990195989608765,233.1271209716797,-51.567039489746094,182.2998046875,0.6657770872116089,58.886390686035156,61.14965057373047,84.89338684082031,61.18503952026367,0.1334419660270214,3,se3_log_map,0.6063507795333862,1.6904675960540771,-0.9456473588943481,-0.5566970109939575,300.54473876953125,157.25439453125,32.300575256347656
-0.9507957100868225,-0.09105230122804642,1.9016151428222656,233.3612823486328,-52.16117858886719,182.509765625,0.6624011993408203,59.18696594238281,61.7604866027832,85.54212188720703,61.79666519165039,0.13263726598233916,3,se3_log_map,0.6060675382614136,1.694635033607483,-0.9432633519172668,-0.5548540353775024,300.9649963378906,157.21998596191406,33.032630920410156
-0.9482611417770386,-0.09082216769456863,1.902704119682312,234.7161102294922,-52.318931579589844,182.0963897705078,0.6671825051307678,59.88303756713867,62.47585678100586,86.54022979736328,62.51328659057617,0.13306001300225034,3,se3_log_map,0.6066246032714844,1.6966990232467651,-0.9413326978683472,-0.55296391248703,302.00262451171875,156.88966369628906,32.412139892578125
-0.9468761086463928,-0.09053035080432892,1.904128074645996,236.63742065429688,-52.457908630371094,181.83700561523438,0.6685410141944885,60.11493682861328,63.63919448852539,87.54286193847656,63.67763137817383,0.13351594700361602,3,se3_log_map,0.605129599571228,1.6986463069915771,-0.9405363202095032,-0.5517642498016357,303.6483154296875,156.8379364013672,31.369613647460938
-0.9442546367645264,-0.09079951047897339,1.9056825637817383,237.90272521972656,-52.5679931640625,181.2723388671875,0.6684460639953613,60.974029541015625,64.24938201904297,88.57660675048828,64.28932189941406,0.1326464000158012,3,se3_log_map,0.6075439453125,1.7009186744689941,-0.9389785528182983,-0.5491812229156494,304.568115234375,156.30026245117188,30.629188537597656
-0.9403434991836548,-0.09104107320308685,1.9073952436447144,238.52645874023438,-52.702117919921875,180.46786499023438,0.6669310927391052,62.32912826538086,64.36241912841797,89.59599304199219,64.40421295166016,0.13302593099069782,3,se3_log_map,0.6035609841346741,1.7038416862487793,-0.9363101124763489,-0.5457116961479187,304.7877197265625,155.40628051757812,30.287355422973633
